id,ticker,title,sentiment_label,sentiment_score,sentiment_value,analyzed_at
892,NVDA,nemotron-graphic-elements-v1 1.0.1.dev20260623044117,neutral,0.9386390447616577,0.0,2026-06-25 12:53:17
891,TSM,"After workers, beggars replaced by robots: Viral video from China makes netizens question if begging will face 'layoffs'",negative,0.963930070400238,-0.963930070400238,2026-06-25 12:53:17
890,NIO,Yotta Data Services Receives Frost & Sullivan's 2026 Indian Company of the Year Recognition for Leadership in Sovereign AI Infrastructure,positive,0.9400222301483154,0.9400222301483154,2026-06-25 12:53:17
893,NVDA,nemotron-page-elements-v3 3.0.2.dev20260623044117,neutral,0.9414260387420654,0.0,2026-06-25 12:53:17
899,NVDA,AI start-up Reflection signs computing power deal with SpaceX,neutral,0.7205087542533875,0.0,2026-06-25 12:53:17
905,NVDA,Super Micro Computer surges 15% on Nvidia Vera Rubin AI infrastructure announcement,positive,0.9203668236732483,0.9203668236732483,2026-06-25 12:53:17
903,AAPL,Gets 15.66% Boost from Nvidia-Powered Blueprint,positive,0.9466302990913391,0.9466302990913391,2026-06-25 12:53:17
902,NVDA,Nvidia’s Cosmos 3 Super ranks in top tier of Text-to-Image Arena despite dominating other benchmarks,positive,0.7956588268280029,0.7956588268280029,2026-06-25 12:53:17
901,UNKNOWN,Beyond Jio IPO: 5 triggers Mukesh Ambani has lined up to revive Reliance shares for 44 lakh investors,positive,0.7444610595703125,0.7444610595703125,2026-06-25 12:53:17
900,NVDA,Why AbbVie Stock Jumped Today,neutral,0.7436879873275757,0.0,2026-06-25 12:53:17
904,NVDA,Nvidia seeks to make humanoid AI robots safer around humans,neutral,0.8286957740783691,0.0,2026-06-25 12:53:17
898,NVDA,"Sophia Space Announces $7 Million SAFE Financing, Bringing Total Funding to $22 Million",positive,0.9190243482589722,0.9190243482589722,2026-06-25 12:53:17
895,AMZN,Score a 144Hz budget gaming laptop this Prime Day with ASUS’ RTX 4050 TUF Gaming A16 down at $799,negative,0.9505634903907776,-0.9505634903907776,2026-06-25 12:53:17
897,NVDA,"Acer Nitro 85 Gaming Desktop: Ryzen 7 8700F, RTX 5070 (12GB), 16GB DDR5, 1TB SSD $1449 (3 replies)",neutral,0.915995717048645,0.0,2026-06-25 12:53:17
894,NIO,Everything they say about U.S. aid to Israel is wrong,neutral,0.8215456604957581,0.0,2026-06-25 12:53:17
896,UNKNOWN,2 Wide-Moat Stocks That Are Drop-Dead Bargains Right Now,neutral,0.8195788264274597,0.0,2026-06-25 12:53:17
867,NIO,EU bets on digital euro to cut US tech addiction,negative,0.836679220199585,-0.836679220199585,2026-06-25 12:53:16
856,MSFT,How to Use Copilot to Compare Open Tabs in Microsoft Edge,neutral,0.9306779503822327,0.0,2026-06-25 12:53:16
857,TSM,3 AI stocks outweigh all of India: Why this concentration is sounding EM alarm bells,neutral,0.7861337661743164,0.0,2026-06-25 12:53:16
858,UNKNOWN,Australian government cloud mandate sparks migration warnings,neutral,0.6006837487220764,0.0,2026-06-25 12:53:16
860,UNKNOWN,New details emerge as footy WAG sues her partner Steven May's AFL club for its alleged actions after police welfare check at her home,negative,0.9266856908798218,-0.9266856908798218,2026-06-25 12:53:16
861,MSFT,zespan-autogen 1.2.0,neutral,0.921153724193573,0.0,2026-06-25 12:53:16
862,MSFT,zespan-autogen added to PyPI,neutral,0.9407227039337158,0.0,2026-06-25 12:53:16
863,UNKNOWN,"Stocks fluctuate after Wall St sell-off, crude holds losses on peace talks",negative,0.9133151769638062,-0.9133151769638062,2026-06-25 12:53:16
864,MSFT,Xbox has more than a dozen TV shows and films in development,neutral,0.9378295540809631,0.0,2026-06-25 12:53:16
865,UNKNOWN,"'A surprising number of them said, “Yes.”': Study finds many customers would leave a business which stays loyal to US big tech services",neutral,0.5331701636314392,0.0,2026-06-25 12:53:16
866,ORCL,"Oracle workforce shrinks by about 21,000 employees amid AI adoption",negative,0.9746345281600952,-0.9746345281600952,2026-06-25 12:53:16
859,F,"1,700 Free Online Courses from Top Universities @ Openculture",neutral,0.931246817111969,0.0,2026-06-25 12:53:16
868,GOOGL,"Google restores Telegram on Playstore, app starts functioning for some users",neutral,0.7888367772102356,0.0,2026-06-25 12:53:16
869,AAPL,What Your iPhone Apps Are Secretly Tracking Behind Your Back,neutral,0.8949372172355652,0.0,2026-06-25 12:53:16
871,AAPL,Does Elon Musk represent a new form of capitalism?: podcast,neutral,0.9119925498962402,0.0,2026-06-25 12:53:16
872,UNKNOWN,He Paid Hundreds to Fix His Phone’s “Broken” Camera — Turns Out It Was Just Dirty,neutral,0.6805086135864258,0.0,2026-06-25 12:53:16
873,AMZN,"Amazon Prime Day LIVE 2026: We reveal all the best deals as they come in, with half-price Amazon devices and savings on Apple, Ninja, Shark, Dyson and more",neutral,0.8634815812110901,0.0,2026-06-25 12:53:16
874,AAPL,Apple rolls out iOS 27 beta 2,neutral,0.8838738203048706,0.0,2026-06-25 12:53:16
875,UNKNOWN,Marlow: Popular Historian Cheapens Lynching by Comparing It to UFC at White House,neutral,0.7991065382957458,0.0,2026-06-25 12:53:16
876,UNKNOWN,Is Hunter Biden Losing His Aura?,negative,0.7427089810371399,-0.7427089810371399,2026-06-25 12:53:16
877,UNKNOWN,Former Indiana basketball player involved in NBA's blockbuster Giannis Antetokounmpo trade,neutral,0.8842303156852722,0.0,2026-06-25 12:53:16
878,UNKNOWN,Giannis Antetokounmpo is arguably the biggest team legend ever traded away,neutral,0.7979637384414673,0.0,2026-06-25 12:53:16
870,UNKNOWN,A Prayer to Welcome Summer - Your Daily Prayer - June 23,neutral,0.8730538487434387,0.0,2026-06-25 12:53:16
837,AAPL,This credit card-sized tracker fits in your wallet and costs $20 during Deal Days,neutral,0.9459258913993835,0.0,2026-06-25 12:53:15
841,MSFT,Quanta NVIDIA Quadro T1000 with Max-Q Design Graphics Driver 32.0.15.9166 for Windows 11 version 25H2,neutral,0.9044506549835205,0.0,2026-06-25 12:53:15
840,NVDA,Kazakhstan signs pacts with NVIDIA & Firebird to position country as AI regional hub,positive,0.9391328692436218,0.9391328692436218,2026-06-25 12:53:15
839,AAPL,Widow’s Bay Season 2 Confirmed: Apple TV Renews Its Biggest Horror-Comedy Hit Ahead of Finale - Filmibeat,positive,0.66862553358078,0.66862553358078,2026-06-25 12:53:15
838,UNKNOWN,"The wait is over! Samsung’s Galaxy XR headset has finally landed in the UK, and I couldn’t be more excited",neutral,0.7346871495246887,0.0,2026-06-25 12:53:15
832,UNKNOWN,Companies question cost of AI as tokenmaxxing spending adds up,negative,0.8507941365242004,-0.8507941365242004,2026-06-25 12:53:15
836,UNKNOWN,"Ahadadream shares new single, ‘Make Space’: Listen",neutral,0.8643952012062073,0.0,2026-06-25 12:53:15
835,UNKNOWN,Schlage’s New Smart Lock Opens Your Door Before You Even Touch It,neutral,0.9331620335578918,0.0,2026-06-25 12:53:15
834,AMZN,SpaceX Surpasses Amazon in Market Value: Inside Elon Musk's Rocket Empire Rise to $3 Trillion,positive,0.7731746435165405,0.7731746435165405,2026-06-25 12:53:15
833,MSFT,One $20 payment gets you the full Office suite and zero subscription stress during this Deal Days sale,neutral,0.8102544546127319,0.0,2026-06-25 12:53:15
843,MSFT,Gigabyte is back with a bang with this 32-inch QD-OLED monitor,neutral,0.5929372906684875,0.0,2026-06-25 12:53:15
842,UNKNOWN,How to Build AI-Powered Technical Support Automation Platforms,neutral,0.9125425219535828,0.0,2026-06-25 12:53:15
855,MSFT,aaz-dev 4.5.5,neutral,0.917305052280426,0.0,2026-06-25 12:53:15
844,ANTHROPIC,Anthropic Ban Forces Investor Rethink of Political Risk,negative,0.5259939432144165,-0.5259939432144165,2026-06-25 12:53:15
850,AAPL,The BenQ MA270S breaks Apple’s monitor monopoly,negative,0.4723404049873352,-0.4723404049873352,2026-06-25 12:53:15
854,OPENAI,OpenAI pitches ChatGPT ads to Cannes marketers ahead of IPO,neutral,0.9069715738296509,0.0,2026-06-25 12:53:15
853,MSFT,"US Stock Market: AI spending fears hammer US tech giants, Alphabet leads selloff",negative,0.957693874835968,-0.957693874835968,2026-06-25 12:53:15
852,UNKNOWN,wyoming-ovos-stt added to PyPI,neutral,0.9212273955345154,0.0,2026-06-25 12:53:15
851,MSFT,Chevron Signs 20-Year Power Deal With Microsoft for Massive Texas AI Hub,positive,0.8523371815681458,0.8523371815681458,2026-06-25 12:53:15
845,UNKNOWN,Rickrolling the World Cup,neutral,0.8171610236167908,0.0,2026-06-25 12:53:15
849,MSFT,Microsoft's Satya Nadella warns against AI profits being absorbed by just a few companies,negative,0.515710175037384,-0.515710175037384,2026-06-25 12:53:15
848,MSFT,Oh the places you’ll go with spatial data​​​​‌﻿‍﻿​‍​‍‌‍﻿﻿‌﻿​‍‌‍‍‌‌‍‌﻿‌‍‍‌‌‍﻿‍​‍​‍​﻿‍‍​‍​‍‌﻿​﻿‌‍​‌‌‍﻿‍‌‍‍‌‌﻿‌​‌﻿‍‌​‍﻿‍‌‍‍‌‌‍﻿﻿​‍​‍​‍﻿​​‍​‍‌‍‍​‌﻿​‍‌‍‌‌‌‍‌‍​‍​‍​﻿‍‍​‍​‍‌‍‍​‌﻿‌​‌﻿‌​‌﻿​​‌﻿​﻿​﻿‍‍​‍﻿﻿​‍﻿﻿‌‍​﻿‌‍﻿‌‌﻿​﻿​‍﻿‍‌﻿​﻿‌﻿‌​‌‍​‌‌‍​﻿‌‍‍﻿‌‍﻿﻿‌﻿‌‍‌‍‌‌‌﻿​‍‌‍‌‍‌‍﻿​‌‍﻿﻿‌﻿‌﻿​‍﻿‍‌‍​﻿‌‍﻿﻿​‍﻿﻿‌‍‍‌‌‍﻿‍‌﻿‌​‌‍‌‌‌‍﻿‍‌﻿‌​​‍﻿﻿‌‍‌‌‌‍‌​‌‍‍‌‌﻿‌​​‍﻿﻿‌‍﻿‌‌‍﻿﻿‌‍‌​‌‍‌‌​﻿﻿‌‌﻿​​‌﻿​‍‌‍‌‌‌﻿​﻿‌‍‌‌‌‍﻿‍‌﻿‌​‌‍​‌‌﻿‌​‌‍‍‌‌‍﻿﻿‌‍﻿‍​﻿‍﻿‌‍‍‌‌‍‌​​﻿﻿‌‌‍‌‌‌‍​﻿‌‍‌‍​﻿‌‍‌‍‌‍​﻿‍​​﻿‍​‌‍‌‍​‍﻿‌​﻿‍​‌‍​﻿​﻿‌​‌‍‌​​‍﻿‌​﻿‌​‌‍​‍‌‍​‌​﻿​‌​‍﻿‌​﻿‍​​﻿‍‌‌‍​‍​﻿​‌​‍﻿‌​﻿​‌​﻿​​​﻿​‍‌‍​‍​﻿‌​​﻿‌‍‌‍​﻿​﻿​‌​﻿‌​‌‍‌​​﻿‍‌​﻿‌‍​﻿‍﻿‌﻿‌​‌﻿‍‌‌﻿​​‌‍‌‌​﻿﻿‌‌‍​‍‌‍﻿​‌‍﻿﻿‌‍‌﻿‌‌​​‌‍﻿﻿‌﻿​﻿‌﻿‌​​﻿‍﻿‌﻿​​‌‍​‌‌﻿‌​‌‍‍​​﻿﻿‌‌﻿‌​‌‍‍‌‌﻿‌​‌‍﻿​‌‍‌‌​﻿﻿﻿‌‍​‍‌‍​‌‌﻿​﻿‌‍‌‌‌‌‌‌‌﻿​‍‌‍﻿​​﻿﻿‌‌‍‍​‌﻿‌​‌﻿‌​‌﻿​​‌﻿​﻿​‍‌‌​﻿​﻿‌​​‌​‍‌‌​﻿​‍‌​‌‍​‍‌‌​﻿​‍‌​‌‍‌‍​﻿‌‍﻿‌‌﻿​﻿​‍﻿‍‌﻿​﻿‌﻿‌​‌‍​‌‌‍​﻿‌‍‍﻿‌‍﻿﻿‌﻿‌‍‌‍‌‌‌﻿​‍‌‍‌‍‌‍﻿​‌‍﻿﻿‌﻿‌﻿​‍﻿‍‌‍​﻿‌‍﻿﻿​‍‌‍‌‍‍‌‌‍‌​​﻿﻿‌‌‍‌‌‌‍​﻿‌‍‌‍​﻿‌‍‌‍‌‍​﻿‍​​﻿‍​‌‍‌‍​‍﻿‌​﻿‍​‌‍​﻿​﻿‌​‌‍‌​​‍﻿‌​﻿‌​‌‍​‍‌‍​‌​﻿​‌​‍﻿‌​﻿‍​​﻿‍‌‌‍​‍​﻿​‌​‍﻿‌​﻿​‌​﻿​​​﻿​‍‌‍​‍​﻿‌​​﻿‌‍‌‍​﻿​﻿​‌​﻿‌​‌‍‌​​﻿‍‌​﻿‌‍​‍‌‍‌﻿‌​‌﻿‍‌‌﻿​​‌‍‌‌​﻿﻿‌‌‍​‍‌‍﻿​‌‍﻿﻿‌‍‌﻿‌‌​​‌‍﻿﻿‌﻿​﻿‌﻿‌​​‍‌‍‌﻿​​‌‍​‌‌﻿‌​‌‍‍​​﻿﻿‌‌﻿‌​‌‍‍‌‌﻿‌​‌‍﻿​‌‍‌‌​‍‌‍‌﻿​​‌‍‌‌‌﻿​‍‌﻿​﻿‌﻿​​‌‍‌‌‌‍​﻿‌﻿‌​‌‍‍‌‌﻿‌‍‌‍‌‌​﻿﻿‌‌﻿​​‌﻿‌‌‌‍​‍‌‍﻿​‌‍‍‌‌﻿​﻿‌‍‍​‌‍‌‌‌‍‌​​‍​‍‌﻿﻿‌,neutral,0.9041514992713928,0.0,2026-06-25 12:53:15
847,MSFT,"Show HN: WSL Dashboard – an open-source,low-memory, high-performance GUI manager",neutral,0.9083582758903503,0.0,2026-06-25 12:53:15
846,GOOGL,Google’s Andi Gutmans on the shift to agent-scale data management,neutral,0.8666572570800781,0.0,2026-06-25 12:53:15
820,NIO,Opinion: AVs Can Do More Than Just Serve People Who Can Afford A Cab,neutral,0.8565566539764404,0.0,2026-06-25 12:53:14
810,UNKNOWN,WBJEE JECA 2026 candidates must submit OBC certificate by June 19 for reservation benefits; check details,neutral,0.9524037837982178,0.0,2026-06-25 12:53:14
811,UNKNOWN,"Sargun Mehta wants people to stop making ‘negative comments, trolling online’",neutral,0.6767457723617554,0.0,2026-06-25 12:53:14
812,TSLA,SpaceX Mania: How Elon Musk's rocket giant became Wall Street's biggest story,neutral,0.9124521613121033,0.0,2026-06-25 12:53:14
813,UNKNOWN,"'We backdated posts': After Telegram scrutiny over NEET, UPSC coaching institute explains how '82 questions matched' in Prelims",neutral,0.7756710052490234,0.0,2026-06-25 12:53:14
814,UNKNOWN,[NSW] 5kW Solis Inverter + 15kWh Solar Battery $3300 Installed & More @ Greengaroo,neutral,0.8700705766677856,0.0,2026-06-25 12:53:14
815,TSLA,Fastest EV at Malaysia’s biggest EV Track Day: Exotic Mods Tesla Model 3 Performance – 2:27.790,neutral,0.8385153412818909,0.0,2026-06-25 12:53:14
816,UNKNOWN,"Sodium-ion batteries now have a 15-minute charging time with no fire risk, are more reliable in cold temperatures",neutral,0.8143381476402283,0.0,2026-06-25 12:53:14
817,TSLA,Bernie Sanders Slams 'Insanely Rigged Economy'; Ro Khanna Says Problem Isn't Elon Musk's Wealth But Rather One Of 'Values',neutral,0.6683618426322937,0.0,2026-06-25 12:53:14
818,UNKNOWN,"Five uncrewed Starship rockets are projected to launch toward Mars during the brief window in late 2026 when the two planets align for the closest possible journey — and depending on whether they arrive intact, the first crewed missions could follow within five to seven years, in what would be the first time human beings have traveled to another planet in the roughly 200,000-year history of our species",neutral,0.87535560131073,0.0,2026-06-25 12:53:14
819,UNKNOWN,EVs can get Malaysia’s biggest motor insurance discount with Allianz EV EcoMiles low mileage rebate,positive,0.6833371520042419,0.6833371520042419,2026-06-25 12:53:14
821,GOOGL,"Samsung sees rising chip production requests from BYD, Google, AMD: sources",positive,0.8395492434501648,0.8395492434501648,2026-06-25 12:53:14
823,TSLA,Xiaomi Auto veteran says Tesla's EV edge starts on factory floor,neutral,0.7080951929092407,0.0,2026-06-25 12:53:14
824,UNKNOWN,The Insight Asia launches to deliver the pulse of Asia's tech frontier,neutral,0.6232231855392456,0.0,2026-06-25 12:53:14
825,TSLA,"Tesla robotaxis have had no accidents in their last report, due to the fact that virtually none of them are operating [Followup]",neutral,0.8092935085296631,0.0,2026-06-25 12:53:14
826,UNKNOWN,"Home solar in rural America: a storm just took out your power, now what?",neutral,0.5302783846855164,0.0,2026-06-25 12:53:14
827,TSLA,The Latest Way BYD Is Topping Tesla,positive,0.7254625558853149,0.7254625558853149,2026-06-25 12:53:14
828,TSLA,"Quote of the day by inventor Nikola Tesla: 'I wish I could be beside you now mother, to bring you the glass of water. All these years...' The genius scientist reflects on the true personal cost of being ambitious",neutral,0.8927621841430664,0.0,2026-06-25 12:53:14
829,UNKNOWN,Investors flock to SpaceX options trading on record first day,neutral,0.7302689552307129,0.0,2026-06-25 12:53:14
830,UNKNOWN,"SpaceX shares surge nearly 50% in first days of trading, sending ripples through crypto markets",positive,0.712905764579773,0.712905764579773,2026-06-25 12:53:14
831,MSFT,GitHub Copilot Desktop App Targets Parallel Agentic Workflows,neutral,0.918548047542572,0.0,2026-06-25 12:53:14
822,UNKNOWN,China's Massive Electric Container Ship Recharges Via Swappable Battery Containers,neutral,0.8291162252426147,0.0,2026-06-25 12:53:14
798,AMZN,Amazon backs AI start-up developing models to simulate physical world,neutral,0.6563644409179688,0.0,2026-06-25 12:53:13
792,UNKNOWN,parammadrz added to PyPI,neutral,0.9284970760345459,0.0,2026-06-25 12:53:13
796,NVDA,nvidia-deepstream-videodecode-cu13 9.0.0,neutral,0.9400542378425598,0.0,2026-06-25 12:53:13
795,NVDA,nvidia-deepstream-videodecode-cu13 added to PyPI,neutral,0.9173599481582642,0.0,2026-06-25 12:53:13
794,NVDA,This Nissan Skyline was turned into a gaming PC and racing rig for Forza Horizon 6,neutral,0.9096135497093201,0.0,2026-06-25 12:53:13
793,OPENAI,L’Oréal Partners With OpenAI,neutral,0.7743728756904602,0.0,2026-06-25 12:53:13
787,NVDA,Quanta NVIDIA RTX A4000 Laptop GPU Graphics Driver 32.0.15.9166 for Windows 10 version 21H2 64-bit,neutral,0.931352972984314,0.0,2026-06-25 12:53:13
791,NVDA,Prediction: This Could Be Nvidia's Stock Price By the End of 2027,neutral,0.9322651028633118,0.0,2026-06-25 12:53:13
790,NVDA,Apollo and Blackstone Just Closed a $35 Billion Private Credit Deal to Finance Anthropic's Compute Expansion. Here's What It Means for Micron and Nvidia,neutral,0.8876511454582214,0.0,2026-06-25 12:53:13
789,UNKNOWN,Shares mixed and oil trades below $80 on optimism over interim U.S.-Iran war deal,negative,0.9538630247116089,-0.9538630247116089,2026-06-25 12:53:13
788,COHERE,"(PR) Coherent Breaks Ground on Expanded Texas Facility, Scaling AI's Optical Backbone",positive,0.9301836490631104,0.9301836490631104,2026-06-25 12:53:13
797,NVDA,NVIDIA RTX Remix 1.5 Update Cuts File Size and Brings Smooth Normals,negative,0.7597032189369202,-0.7597032189369202,2026-06-25 12:53:13
809,GOOGL,"Chip supply chains shift: TSMC's capacity crunch reportedly pushes Google, Tesla, BYD toward Samsung",negative,0.966627299785614,-0.966627299785614,2026-06-25 12:53:13
799,NVDA,NVIDIA's RTX Remix Skills lets modders without coding skills use AI agents to help remaster classic PC games,neutral,0.9034538865089417,0.0,2026-06-25 12:53:13
801,UNKNOWN,Shares are mixed and oil trades below $80 on optimism over interim US-Iran war deal,negative,0.9544547200202942,-0.9544547200202942,2026-06-25 12:53:13
802,UNKNOWN,"Nifty IT rises 4.3% in three sessions to cross 29,000: Infosys, Tech Mahindra, Wipro & TCS lead gains",positive,0.9169276356697083,0.9169276356697083,2026-06-25 12:53:13
803,GOOGL,"AMD, Google, and Nvidia could get some of their chips made by Samsung",neutral,0.8659478425979614,0.0,2026-06-25 12:53:13
804,NVDA,"Lenovo (Certified Refurbished) IdeaPad Pro 5: 16"" 2.8K OLED 120Hz, Ryzen AI 5 340, RTX 5050, 16GB RAM, 512GB SSD $714.35 (3 replies)",neutral,0.8851207494735718,0.0,2026-06-25 12:53:13
805,UNKNOWN,"Applied Intuition Expands Its Self-Driving System Into Japan, One of the World's Most Demanding Automotive Markets",positive,0.7979996204376221,0.7979996204376221,2026-06-25 12:53:13
806,MSFT,"War Department: Elon Musk’s Grok AI Helped Fire 2,000 Missiles at Iran",neutral,0.830601155757904,0.0,2026-06-25 12:53:13
807,NVDA,"Chinese EV Makers Shift to Proprietary Chips, Reducing Reliance on Nvidia",positive,0.782053530216217,0.782053530216217,2026-06-25 12:53:13
808,AMZN,Nvidia’s $20 billion bond sale: The AI debt frenzy reaches a tipping point,neutral,0.45954108238220215,0.0,2026-06-25 12:53:13
800,NVDA,AORUS GeForce RTX 5090 Infinity now available in the Philippines,neutral,0.895177960395813,0.0,2026-06-25 12:53:13
781,ARM,‘Widow’s Bay’ Finale Suggests Laughing at Life’s Horrors Instead of Living in Dread — Spoilers,neutral,0.7677995562553406,0.0,2026-06-25 12:53:12
776,META,ICYMI - Everything Is Phone,neutral,0.9220966100692749,0.0,2026-06-25 12:53:12
777,UNKNOWN,What Next - Israel Alone,neutral,0.932060718536377,0.0,2026-06-25 12:53:12
778,UNKNOWN,Decoder Ring - The Tootsie Shot (Encore),neutral,0.8988962173461914,0.0,2026-06-25 12:53:12
779,AAPL,Widow’s Bay Ending Explained: For Whom the Bell Tolls,neutral,0.9129432439804077,0.0,2026-06-25 12:53:12
780,UNKNOWN,Bayern Munich star Harry Kane pegged to have big World Cup,neutral,0.7760736346244812,0.0,2026-06-25 12:53:12
786,C,The Epic of Gilgamesh,neutral,0.8953465819358826,0.0,2026-06-25 12:53:12
782,UNKNOWN,"He fled Iran for the American dream, became a millionaire, and could have retired—instead, he built the health tech that saved his father from cancer",neutral,0.9232388138771057,0.0,2026-06-25 12:53:12
783,UNKNOWN,Widow's Bay Season 1 Review,neutral,0.90255206823349,0.0,2026-06-25 12:53:12
784,GOOGL,Google to bring built-in parental controls to all android 17 phones amid regulatory pressure,neutral,0.6891053318977356,0.0,2026-06-25 12:53:12
785,AAPL,First Rush update,neutral,0.9185982346534729,0.0,2026-06-25 12:53:12
